service_date,day_type,bus,rail_boardings,total_rides
5/24/07,W,1009067,617536,1626603
5/25/07,W,995233,611019,1606252
5/26/07,A,556682,307727,864409
5/27/07,U,451833,270636,722469
5/28/07,U,415256,254935,670191
5/29/07,W,1024735,622662,1647397
5/30/07,W,1055384,637763,1693147
5/31/07,W,997007,612977,1609984
6/1/07,W,1079848,654251,1734099
6/2/07,A,680844,367035,1047879
6/3/07,U,461358,263646,725004
6/4/07,W,988557,611310,1599867
6/5/07,W,1067413,643474,1710887
6/6/07,W,1047624,641107,1688731
6/7/07,W,1041490,656169,1697659
6/8/07,W,1025937,653397,1679334
6/9/07,A,661835,402393,1064228
6/10/07,U,466294,291979,758273
6/11/07,W,1000007,645161,1645168
6/12/07,W,1015390,660899,1676289
6/13/07,W,955467,654913,1610380
6/14/07,W,944081,653008,1597089
6/15/07,W,1018966,670995,1689961
6/16/07,A,633038,363871,996909
6/17/07,U,464411,257682,722093
6/18/07,W,898272,590320,1488592
6/19/07,W,954392,618913,1573305
6/20/07,W,952574,625805,1578379
6/21/07,W,941671,626907,1568578
6/22/07,W,915690,623048,1538738
6/23/07,A,576598,336644,913242
6/24/07,U,451145,346881,798026
6/25/07,W,922491,619299,1541790
6/26/07,W,887917,623390,1511307
6/27/07,W,905210,627568,1532778
6/28/07,W,927302,620611,1547913
6/29/07,W,968906,708650,1677556
6/30/07,A,680629,447188,1127817
7/1/07,U,495101,354648,849749
7/2/07,W,955129,644079,1599208
7/3/07,W,1048504,848262,1896766
7/4/07,U,486961,349716,836677
7/5/07,W,933153,655871,1589024
7/6/07,W,956208,696508,1652716
7/7/07,A,640418,398525,1038943
7/8/07,U,443791,287948,731739
7/9/07,W,896820,587889,1484709
7/10/07,W,939774,610001,1549775
7/11/07,W,973860,629790,1603650
7/12/07,W,962640,631002,1593642
7/13/07,W,956346,676306,1632652
7/14/07,A,687968,383132,1071100
7/15/07,U,489228,289728,778956
7/16/07,W,939642,627282,1566924
7/17/07,W,945057,637429,1582486
7/18/07,W,939708,654848,1594556
7/19/07,W,935717,648112,1583829
7/20/07,W,959207,655992,1615199
7/21/07,A,685445,366356,1051801
7/22/07,U,480317,266827,747144
7/23/07,W,937452,613805,1551257
7/24/07,W,935763,624166,1559929
7/25/07,W,939278,626658,1565936
7/26/07,W,919288,624338,1543626
7/27/07,W,923332,625772,1549104
7/28/07,A,641760,380163,1021923
7/29/07,U,457951,272684,730635
7/30/07,W,917757,620439,1538196
7/31/07,W,946285,637331,1583616
8/1/07,W,974958,643448,1618406
8/2/07,W,944912,650901,1595813
8/3/07,W,976842,692273,1669115
8/4/07,A,646378,422115,1068493
8/5/07,U,457228,332786,790014
8/6/07,W,908881,591244,1500125
8/7/07,W,930259,609984,1540243
8/8/07,W,911127,598593,1509720
8/9/07,W,921233,610768,1532001
8/10/07,W,942284,617817,1560101
8/11/07,A,710009,379200,1089209
8/12/07,U,472709,262521,735230
8/13/07,W,901029,574616,1475645
8/14/07,W,905711,605080,1510791
8/15/07,W,906121,603458,1509579
8/16/07,W,910468,620464,1530932
8/17/07,W,940525,629675,1570200
8/18/07,A,613516,367895,981411
8/19/07,U,384648,241159,625807
8/20/07,W,869663,597026,1466689
8/21/07,W,927597,600468,1528065
8/22/07,W,929593,601469,1531062
8/23/07,W,848806,578731,1427537
8/24/07,W,886880,605153,1492033
8/25/07,A,660678,362365,1023043
8/26/07,U,491356,274617,765973
8/27/07,W,952232,609440,1561672
8/28/07,W,986289,648482,1634771
8/29/07,W,961627,640436,1602063
8/30/07,W,968474,666661,1635135
8/31/07,W,1012720,674373,1687093
9/1/07,A,697334,412998,1110332
9/2/07,U,506887,328760,835647
9/3/07,U,461629,275023,736652
9/4/07,W,1096027,666200,1762227
9/5/07,W,1097897,689499,1787396
9/6/07,W,1068817,689347,1758164
9/7/07,W,1043967,668804,1712771
9/8/07,A,700510,374022,1074532
9/9/07,U,484803,266371,751174
9/10/07,W,1072218,676612,1748830
9/11/07,W,1108582,679973,1788555
9/12/07,W,1090043,680733,1770776
9/13/07,W,1073415,664991,1738406
9/14/07,W,1070397,669129,1739526
9/15/07,A,642789,378741,1021530
9/16/07,U,455579,272814,728393
9/17/07,W,1080112,675627,1755739
9/18/07,W,1104193,689330,1793523
9/19/07,W,1098945,692726,1791671
9/20/07,W,1085299,682588,1767887
9/21/07,W,1077275,697999,1775274
9/22/07,A,678534,361587,1040121
9/23/07,U,481232,269325,750557
9/24/07,W,1065887,649262,1715149
9/25/07,W,1064946,664976,1729922
9/26/07,W,1009515,660197,1669712
9/27/07,W,1093222,675936,1769158
9/28/07,W,1080223,680820,1761043
9/29/07,A,678705,358750,1037455
9/30/07,U,463947,239074,703021
10/1/07,W,1088750,652510,1741260
10/2/07,W,1129578,669817,1799395
10/3/07,W,1141300,678734,1820034
10/4/07,W,1121496,682778,1804274
10/5/07,W,1108038,681736,1789774
10/6/07,A,693470,430713,1124183
10/7/07,U,450253,394647,844900
10/8/07,W,857090,563619,1420709
10/9/07,W,1119151,673318,1792469
10/10/07,W,1075443,666054,1741497
10/11/07,W,1080412,674960,1755372
10/12/07,W,1081900,669582,1751482
10/13/07,A,657864,338481,996345
10/14/07,U,452914,234730,687644
10/15/07,W,1087003,651751,1738754
10/16/07,W,1084935,664961,1749896
10/17/07,W,1096384,668523,1764907
10/18/07,W,1056395,666975,1723370
10/19/07,W,974134,654836,1628970
10/20/07,A,731918,352442,1084360
10/21/07,U,499779,243884,743663
10/22/07,W,1056369,648233,1704602
10/23/07,W,1088752,662913,1751665
10/24/07,W,1080803,662981,1743784
10/25/07,W,1072949,672155,1745104
10/26/07,W,1061706,659354,1721060
10/27/07,A,678861,330492,1009353
10/28/07,U,472765,233248,706013
10/29/07,W,1049394,639837,1689231
10/30/07,W,1088015,654838,1742853
10/31/07,W,1036100,646598,1682698
11/1/07,W,1102515,662120,1764635
11/2/07,W,1019370,640204,1659574
11/3/07,A,718550,331447,1049997
11/4/07,U,491005,224395,715400
11/5/07,W,1074116,645467,1719583
11/6/07,W,1063193,655389,1718582
11/7/07,W,1010629,643227,1653856
11/8/07,W,1058758,663386,1722144
11/9/07,W,1038131,658500,1696631
11/10/07,A,699360,323757,1023117
11/11/07,U,462568,216467,679035
11/12/07,W,843086,551847,1394933
11/13/07,W,1095253,660671,1755924
11/14/07,W,1073985,652294,1726279
11/15/07,W,1056246,653620,1709866
11/16/07,W,1063833,645494,1709327
11/17/07,A,651609,373784,1025393
11/18/07,U,451689,224895,676584
11/19/07,W,1045626,628079,1673705
11/20/07,W,1055688,638081,1693769
11/21/07,W,933046,578739,1511785
11/22/07,U,294447,157890,452337
11/23/07,W,619195,356064,975259
11/24/07,A,541464,285732,827196
11/25/07,U,396237,221021,617258
11/26/07,W,1009519,612439,1621958
11/27/07,W,1044685,629784,1674469
11/28/07,W,1030447,627268,1657715
11/29/07,W,1015386,625742,1641128
11/30/07,W,1064598,631624,1696222
12/1/07,A,606838,307004,913842
12/2/07,U,423280,219797,643077
12/3/07,W,1064265,605852,1670117
12/4/07,W,1082140,625524,1707664
12/5/07,W,1024462,623607,1648069
12/6/07,W,1029586,619960,1649546
12/7/07,W,956775,609732,1566507
12/8/07,A,636461,326501,962962
12/9/07,U,423634,215699,639333
12/10/07,W,1036018,597674,1633692
12/11/07,W,1002470,605203,1607673
12/12/07,W,1051962,615293,1667255
12/13/07,W,1039827,615948,1655775
12/14/07,W,1045488,611182,1656670
12/15/07,A,606795,316867,923662
12/16/07,U,412777,215055,627832
12/17/07,W,968005,564404,1532409
12/18/07,W,1009642,582487,1592129
12/19/07,W,1027855,587683,1615538
12/20/07,W,1016117,578637,1594754
12/21/07,W,1014168,563789,1577957
12/22/07,A,613180,290854,904034
12/23/07,U,347895,184560,532455
12/24/07,W,531176,252649,783825
12/25/07,U,249699,111582,361281
12/26/07,W,707668,399662,1107330
12/27/07,W,773602,462843,1236445
12/28/07,W,747807,463830,1211637
12/29/07,A,546998,277819,824817
12/30/07,U,412003,232213,644216
12/31/07,W,669463,405727,1075190
1/1/08,U,295571,174243,469814
1/2/08,W,699149,471241,1170390
1/3/08,W,783950,517492,1301442
1/4/08,W,851632,537002,1388634
1/5/08,A,568839,280264,849103
1/6/08,U,415385,207391,622776
1/7/08,W,988485,588092,1576577
1/8/08,W,990597,592632,1583229
1/9/08,W,1023189,604515,1627704
1/10/08,W,998489,602398,1600887
1/11/08,W,1022368,602428,1624796
1/12/08,A,604388,299546,903934
1/13/08,U,391645,202380,594025
1/14/08,W,996258,607357,1603615
1/15/08,W,1013209,616432,1629641
1/16/08,W,1041939,626138,1668077
1/17/08,W,998608,619823,1618431
1/18/08,W,959859,585432,1545291
1/19/08,A,414819,231306,646125
1/20/08,U,291354,168692,460046
1/21/08,W,611887,382753,994640
1/22/08,W,992432,615285,1607717
1/23/08,W,974052,605979,1580031
1/24/08,W,910998,588279,1499277
1/25/08,W,859813,565226,1425039
1/26/08,A,572085,293979,866064
1/27/08,U,413581,213177,626758
1/28/08,W,1025845,623259,1649104
1/29/08,W,1011729,627428,1639157
1/30/08,W,882014,580657,1462671
1/31/08,W,961357,626504,1587861
2/1/08,W,911151,593534,1504685
2/2/08,A,627807,320544,948351
2/3/08,U,416661,216443,633104
2/4/08,W,1004041,608975,1613016
2/5/08,W,1058756,632513,1691269
2/6/08,W,925504,609115,1534619
2/7/08,W,1028104,633781,1661885
2/8/08,W,1031968,622837,1654805
2/9/08,A,627412,319751,947163
2/10/08,U,300232,176228,476460
2/11/08,W,818840,559672,1378512
2/12/08,W,819820,553554,1373374
2/13/08,W,1039517,630232,1669749
2/14/08,W,1074632,640598,1715230
2/15/08,W,1036232,618258,1654490
2/16/08,A,649814,336935,986749
2/17/08,U,411858,218846,630704
2/18/08,W,715974,456610,1172584
2/19/08,W,967658,595964,1563622
2/20/08,W,961552,601847,1563399
2/21/08,W,1001382,615384,1616766
2/22/08,W,1021900,610589,1632489
2/23/08,A,648822,325327,974149
2/24/08,U,439134,222548,661682
2/25/08,W,1003187,602866,1606053
2/26/08,W,970886,605240,1576126
2/27/08,W,1019462,617002,1636464
2/28/08,W,1028392,620602,1648994
2/29/08,W,1049773,618230,1668003
3/1/08,A,668866,322061,990927
3/2/08,U,465660,229531,695191
3/3/08,W,890785,556767,1447552
3/4/08,W,1053813,619343,1673156
3/5/08,W,1059027,620660,1679687
3/6/08,W,1055418,624362,1679780
3/7/08,W,1031200,604635,1635835
3/8/08,A,590236,294749,884985
3/9/08,U,415621,215690,631311
3/10/08,W,1024901,606737,1631638
3/11/08,W,1062865,633917,1696782
3/12/08,W,1068268,640051,1708319
3/13/08,W,1070019,642018,1712037
3/14/08,W,1077635,647279,1724914
3/15/08,A,645518,407380,1052898
3/16/08,U,447363,243823,691186
3/17/08,W,897500,584885,1482385
3/18/08,W,909978,593247,1503225
3/19/08,W,945983,608639,1554622
3/20/08,W,955273,600735,1556008
3/21/08,W,767583,493573,1261156
3/22/08,A,589688,288852,878540
3/23/08,U,401640,192284,593924
3/24/08,W,1001268,570762,1572030
3/25/08,W,1036465,596853,1633318
3/26/08,W,1050176,603440,1653616
3/27/08,W,986130,588572,1574702
3/28/08,W,1053516,604448,1657964
3/29/08,A,688035,319080,1007115
3/30/08,U,442777,233663,676440
3/31/08,W,1008940,622143,1631083
4/1/08,W,1114418,637976,1752394
4/2/08,W,1118495,661969,1780464
4/3/08,W,1112511,663802,1776313
4/4/08,W,1115690,653351,1769041
4/5/08,A,765299,356215,1121514
4/6/08,U,523895,249096,772991
4/7/08,W,1084375,638419,1722794
4/8/08,W,1063269,628618,1691887
4/9/08,W,1092341,646940,1739281
4/10/08,W,994944,620427,1615371
4/11/08,W,999556,629067,1628623
4/12/08,A,664161,302616,966777
4/13/08,U,479293,216008,695301
4/14/08,W,1088485,635754,1724239
4/15/08,W,1127401,649135,1776536
4/16/08,W,1064026,661463,1725489
4/17/08,W,1091387,665873,1757260
4/18/08,W,1097367,652105,1749472
4/19/08,A,686540,340662,1027202
4/20/08,U,519280,266945,786225
4/21/08,W,1088521,651232,1739753
4/22/08,W,1085729,671423,1757152
4/23/08,W,1055157,650232,1705389
4/24/08,W,1021163,649514,1670677
4/25/08,W,1054844,629468,1684312
4/26/08,A,698927,319314,1018241
4/27/08,U,481571,225896,707467
4/28/08,W,1009567,606882,1616449
4/29/08,W,1091930,652034,1743964
4/30/08,W,1104713,662503,1767216
5/1/08,W,1129443,680679,1810122
5/2/08,W,1082350,641332,1723682
5/3/08,A,716121,344446,1060567
5/4/08,U,536640,245821,782461
5/5/08,W,1111775,633266,1745041
5/6/08,W,1122716,651484,1774200
5/7/08,W,1045666,631068,1676734
5/8/08,W,1112033,655364,1767397
5/9/08,W,1117011,659889,1776900
5/10/08,A,742741,326525,1069266
5/11/08,U,409987,193452,603439
5/12/08,W,1070403,630574,1700977
5/13/08,W,1092576,652724,1745300
5/14/08,W,1083589,650904,1734493
5/15/08,W,1092014,662730,1754744
5/16/08,W,1110816,668057,1778873
5/17/08,A,749048,350884,1099932
5/18/08,U,518114,248679,766793
5/19/08,W,1076847,614865,1691712
5/20/08,W,1085719,634661,1720380
5/21/08,W,1108988,647342,1756330
5/22/08,W,1097500,649513,1747013
5/23/08,W,1074370,622769,1697139
5/24/08,A,692374,371905,1064279
5/25/08,U,502997,284612,787609
5/26/08,U,460848,274870,735718
5/27/08,W,1026141,626634,1652775
5/28/08,W,1105899,647402,1753301
5/29/08,W,1090598,653634,1744232
5/30/08,W,1079526,637842,1717368
5/31/08,A,788945,374327,1163272
6/1/08,U,566162,279274,845436
6/2/08,W,1098574,638006,1736580
6/3/08,W,1073873,643040,1716913
6/4/08,W,1114498,656098,1770596
6/5/08,W,1104182,673642,1777824
6/6/08,W,1087144,661938,1749082
6/7/08,A,708308,358623,1066931
6/8/08,U,494209,281814,776023
6/9/08,W,1032999,630410,1663409
6/10/08,W,1117614,685952,1803566
6/11/08,W,1100852,696784,1797636
6/12/08,W,1026283,681143,1707426
6/13/08,W,1084190,655268,1739458
6/14/08,A,785252,368109,1153361
6/15/08,U,495972,235961,731933
6/16/08,W,999214,614395,1613609
6/17/08,W,1033341,643362,1676703
6/18/08,W,1043814,654284,1698098
6/19/08,W,1037717,659852,1697569
6/20/08,W,996558,662324,1658882
6/21/08,A,741561,399150,1140711
6/22/08,U,531761,282226,813987
6/23/08,W,1019631,625987,1645618
6/24/08,W,1046337,666522,1712859
6/25/08,W,1005969,662936,1668905
6/26/08,W,1052301,685526,1737827
6/27/08,W,1019687,693555,1713242
6/28/08,A,730245,483016,1213261
6/29/08,U,505046,412562,917608
6/30/08,W,1037295,679631,1716926
7/1/08,W,1098281,694175,1792456
7/2/08,W,1043654,675750,1719404
7/3/08,W,1143777,905742,2049519
7/4/08,U,606974,421170,1028144
7/5/08,A,675949,409554,1085503
7/6/08,U,520542,324341,844883
7/7/08,W,990782,608485,1599267
7/8/08,W,1052665,666338,1719003
7/9/08,W,1093064,686636,1779700
7/10/08,W,1029219,674645,1703864
7/11/08,W,1059114,682404,1741518
7/12/08,A,718369,361910,1080279
7/13/08,U,553236,291565,844801
7/14/08,W,1058694,637119,1695813
7/15/08,W,1088616,655456,1744072
7/16/08,W,1063054,651228,1714282
7/17/08,W,1070349,656485,1726834
7/18/08,W,1050847,664271,1715118
7/19/08,A,675968,342834,1018802
7/20/08,U,546570,284611,831181
7/21/08,W,1024212,635587,1659799
7/22/08,W,1077279,666303,1743582
7/23/08,W,1082583,672801,1755384
7/24/08,W,1062708,695993,1758701
7/25/08,W,1032058,683549,1715607
7/26/08,A,733901,446775,1180676
7/27/08,U,520244,291389,811633
7/28/08,W,996509,622637,1619146
7/29/08,W,1014276,654547,1668823
7/30/08,W,1009837,641527,1651364
7/31/08,W,976117,652936,1629053
8/1/08,W,1081564,766911,1848475
8/2/08,A,764749,502705,1267454
8/3/08,U,549191,403165,952356
8/4/08,W,929003,636533,1565536
8/5/08,W,997379,673384,1670763
8/6/08,W,1020516,684080,1704596
8/7/08,W,1024746,683487,1708233
8/8/08,W,1041165,713105,1754270
8/9/08,A,770627,431699,1202326
8/10/08,U,542860,314698,857558
8/11/08,W,969826,623874,1593700
8/12/08,W,989226,632942,1622168
8/13/08,W,973719,627548,1601267
8/14/08,W,993155,638565,1631720
8/15/08,W,1038006,651338,1689344
8/16/08,A,748347,414784,1163131
8/17/08,U,539476,317781,857257
8/18/08,W,974311,621522,1595833
8/19/08,W,1012560,662493,1675053
8/20/08,W,1019019,671769,1690788
8/21/08,W,1006682,679508,1686190
8/22/08,W,1009399,677130,1686529
8/23/08,A,750128,387758,1137886
8/24/08,U,547427,295072,842499
8/25/08,W,1012339,631974,1644313
8/26/08,W,1051063,653148,1704211
8/27/08,W,1040926,650396,1691322
8/28/08,W,1022254,678635,1700889
8/29/08,W,1080840,681463,1762303
8/30/08,A,766930,395205,1162135
8/31/08,U,557427,325462,882889
9/1/08,U,500748,293458,794206
9/2/08,W,1131494,681719,1813213
9/3/08,W,1166955,710304,1877259
9/4/08,W,1025296,653827,1679123
9/5/08,W,1171756,698545,1870301
9/6/08,A,778425,416356,1194781
9/7/08,U,529779,273883,803662
9/8/08,W,1058699,651127,1709826
9/9/08,W,1176865,712792,1889657
9/10/08,W,1167063,719905,1886968
9/11/08,W,1156490,719806,1876296
9/12/08,W,1120112,700943,1821055
9/13/08,A,597639,317145,914784
9/14/08,U,399483,231026,630509
9/15/08,W,1140716,692029,1832745
9/16/08,W,1168626,731344,1899970
9/17/08,W,1172871,740575,1913446
9/18/08,W,1169932,739141,1909073
9/19/08,W,1174967,743560,1918527
9/20/08,A,791707,447679,1239386
9/21/08,U,551489,317922,869411
9/22/08,W,1140486,690356,1830842
9/23/08,W,1163232,707370,1870602
9/24/08,W,1148720,713572,1862292
9/25/08,W,1162318,720003,1882321
9/26/08,W,1090515,708141,1798656
9/27/08,A,753562,409500,1163062
9/28/08,U,508469,280560,789029
9/29/08,W,1074139,671489,1745628
9/30/08,W,1137377,706085,1843462
10/1/08,W,1197836,724444,1922280
10/2/08,W,1180204,731452,1911656
10/3/08,W,1211992,706967,1918959
10/4/08,A,778642,387182,1165824
10/5/08,U,512429,271121,783550
10/6/08,W,1166019,698883,1864902
10/7/08,W,1133103,689214,1822317
10/8/08,W,1141745,693515,1835260
10/9/08,W,1161478,703190,1864668
10/10/08,W,1169810,716085,1885895
10/11/08,A,750797,444185,1194982
10/12/08,U,495211,436316,931527
10/13/08,W,909500,599831,1509331
10/14/08,W,1165787,704419,1870206
10/15/08,W,1115651,694445,1810096
10/16/08,W,1166556,715760,1882316
10/17/08,W,1162723,709679,1872402
10/18/08,A,766941,425998,1192939
10/19/08,U,537382,296713,834095
10/20/08,W,1092061,674708,1766769
10/21/08,W,1158146,701303,1859449
10/22/08,W,1149832,699333,1849165
10/23/08,W,1144729,703527,1848256
10/24/08,W,1036465,675065,1711530
10/25/08,A,718718,391521,1110239
10/26/08,U,492388,269253,761641
10/27/08,W,1085873,677343,1763216
10/28/08,W,1129560,690269,1819829
10/29/08,W,1123289,696994,1820283
10/30/08,W,1142793,709395,1852188
10/31/08,W,1135299,709363,1844662
11/1/08,A,734026,385865,1119891
11/2/08,U,525585,278142,803727
11/3/08,W,1178414,690751,1869165
11/4/08,W,1152333,786405,1938738
11/5/08,W,1156522,715659,1872181
11/6/08,W,1101916,691666,1793582
11/7/08,W,1040709,678770,1719479
11/8/08,A,675404,398288,1073692
11/9/08,U,475132,267029,742161
11/10/08,W,1000224,656658,1656882
11/11/08,W,891353,599602,1490955
11/12/08,W,1081236,679826,1761062
11/13/08,W,1074912,684049,1758961
11/14/08,W,1133869,683123,1816992
11/15/08,A,688151,374896,1063047
11/16/08,U,459244,245130,704374
11/17/08,W,1080548,652199,1732747
11/18/08,W,1093821,666335,1760156
11/19/08,W,1114917,670515,1785432
11/20/08,W,1085367,670667,1756034
11/21/08,W,1087614,657879,1745493
11/22/08,A,697641,417656,1115297
11/23/08,U,477070,243556,720626
11/24/08,W,1060943,638066,1699009
11/25/08,W,1088066,653433,1741499
11/26/08,W,1032378,599978,1632356
11/27/08,U,350071,189458,539529
11/28/08,W,668376,363454,1031830
11/29/08,A,595913,320575,916488
11/30/08,U,384770,217697,602467
12/1/08,W,1060059,635852,1695911
12/2/08,W,1095425,652324,1747749
12/3/08,W,1115007,658630,1773637
12/4/08,W,1063682,651130,1714812
12/5/08,W,1028359,628044,1656403
12/6/08,A,596202,347667,943869
12/7/08,U,406475,241719,648194
12/8/08,W,1039370,618281,1657651
12/9/08,W,1000971,619711,1620682
12/10/08,W,1041145,640709,1681854
12/11/08,W,1059298,653239,1712537
12/12/08,W,1016010,626638,1642648
12/13/08,A,625939,350799,976738
12/14/08,U,440496,247568,688064
12/15/08,W,899917,564467,1464384
12/16/08,W,906945,632719,1539664
12/17/08,W,982687,615707,1598394
12/18/08,W,995662,618571,1614233
12/19/08,W,894131,596207,1490338
12/20/08,A,589697,335672,925369
12/21/08,U,280044,172052,452096
12/22/08,W,703302,474711,1178013
12/23/08,W,742980,501283,1244263
12/24/08,W,626374,339616,965990
12/25/08,U,238727,113322,352049
12/26/08,W,564107,321342,885449
12/27/08,A,510369,254291,764660
12/28/08,U,397897,219334,617231
